Name,Type1,Type2
vileplume_2,Grass,Poison
vileplume_3,Grass,Poison
vileplume_4,Grass,Poison
vileplume_5,Grass,Poison
vileplume_6,Grass,Poison
vileplume_7,Grass,Poison
vileplume_8,Grass,Poison
vileplume_9,Grass,Poison
vileplume_10,Grass,Poison
vileplume_11,Grass,Poison
vileplume_12,Grass,Poison
vileplume_13,Grass,Poison
vileplume_14,Grass,Poison
vileplume_15,Grass,Poison
vileplume_16,Grass,Poison
vileplume_17,Grass,Poison
vileplume_18,Grass,Poison
vileplume_19,Grass,Poison
vileplume_20,Grass,Poison
vileplume_21,Grass,Poison
vileplume_22,Grass,Poison
vileplume_23,Grass,Poison
vileplume_24,Grass,Poison
vileplume_25,Grass,Poison
vileplume_26,Grass,Poison
vileplume_27,Grass,Poison
vileplume_28,Grass,Poison
vileplume_29,Grass,Poison
vileplume_30,Grass,Poison
vileplume_31,Grass,Poison
vileplume_32,Grass,Poison
vileplume_33,Grass,Poison
vileplume_34,Grass,Poison
vileplume_35,Grass,Poison
vileplume_36,Grass,Poison
vileplume_37,Grass,Poison
vileplume_38,Grass,Poison
vileplume_39,Grass,Poison
vileplume_40,Grass,Poison
vileplume_41,Grass,Poison
vileplume_42,Grass,Poison
vileplume_43,Grass,Poison
vileplume_44,Grass,Poison
vileplume_45,Grass,Poison
vileplume_46,Grass,Poison
vileplume_47,Grass,Poison
vileplume_48,Grass,Poison
vileplume_49,Grass,Poison
vileplume_50,Grass,Poison
vileplume_51,Grass,Poison
vileplume_52,Grass,Poison
vileplume_53,Grass,Poison
vileplume_54,Grass,Poison
vileplume_55,Grass,Poison
vileplume_56,Grass,Poison
arcanine_1,Fire,
arcanine_2,Fire,
arcanine_3,Fire,
arcanine_4,Fire,
arcanine_5,Fire,
arcanine_6,Fire,
arcanine_7,Fire,
arcanine_8,Fire,
arcanine_9,Fire,
arcanine_10,Fire,
arcanine_11,Fire,
arcanine_12,Fire,
arcanine_13,Fire,
arcanine_14,Fire,
arcanine_15,Fire,
arcanine_16,Fire,
arcanine_17,Fire,
arcanine_18,Fire,
arcanine_19,Fire,
arcanine_20,Fire,
arcanine_21,Fire,
arcanine_22,Fire,
arcanine_23,Fire,
arcanine_24,Fire,
arcanine_25,Fire,
arcanine_26,Fire,
arcanine_27,Fire,
arcanine_28,Fire,
arcanine_29,Fire,
arcanine_30,Fire,
arcanine_31,Fire,
arcanine_32,Fire,
arcanine_33,Fire,
arcanine_34,Fire,
arcanine_35,Fire,
arcanine_36,Fire,
arcanine_37,Fire,
arcanine_38,Fire,
arcanine_39,Fire,
arcanine_40,Fire,
arcanine_41,Fire,
tentacruel_1,Water,Poison
tentacruel_2,Water,Poison
tentacruel_3,Water,Poison
tentacruel_4,Water,Poison
tentacruel_5,Water,Poison
tentacruel_6,Water,Poison
tentacruel_7,Water,Poison
tentacruel_8,Water,Poison
tentacruel_9,Water,Poison
tentacruel_10,Water,Poison
tentacruel_11,Water,Poison
tentacruel_12,Water,Poison
tentacruel_13,Water,Poison
tentacruel_14,Water,Poison
tentacruel_15,Water,Poison
tentacruel_16,Water,Poison
tentacruel_17,Water,Poison
tentacruel_18,Water,Poison
tentacruel_19,Water,Poison
tentacruel_20,Water,Poison
tentacruel_21,Water,Poison
tentacruel_22,Water,Poison
tentacruel_23,Water,Poison
tentacruel_24,Water,Poison
tentacruel_25,Water,Poison
tentacruel_26,Water,Poison
tentacruel_27,Water,Poison
tentacruel_28,Water,Poison
tentacruel_29,Water,Poison
tentacruel_30,Water,Poison
tentacruel_31,Water,Poison
tentacruel_32,Water,Poison
tentacruel_33,Water,Poison
tentacruel_34,Water,Poison
tentacruel_35,Water,Poison
tentacruel_36,Water,Poison
tentacruel_37,Water,Poison
tentacruel_38,Water,Poison
tentacruel_39,Water,Poison
tentacruel_40,Water,Poison
tentacruel_41,Water,Poison
tentacruel_42,Water,Poison
tentacruel_43,Water,Poison
tentacruel_44,Water,Poison
tentacruel_45,Water,Poison
tentacruel_46,Water,Poison
tentacruel_47,Water,Poison
tentacruel_48,Water,Poison
gloom_1,Grass,Poison
gloom_2,Grass,Poison
gloom_3,Grass,Poison
gloom_4,Grass,Poison
gloom_5,Grass,Poison
gloom_6,Grass,Poison
gloom_7,Grass,Poison
gloom_8,Grass,Poison
gloom_9,Grass,Poison
gloom_10,Grass,Poison
gloom_11,Grass,Poison
gloom_12,Grass,Poison
gloom_13,Grass,Poison
gloom_14,Grass,Poison
gloom_15,Grass,Poison
gloom_16,Grass,Poison
gloom_17,Grass,Poison
gloom_18,Grass,Poison
gloom_19,Grass,Poison
gloom_20,Grass,Poison
gloom_21,Grass,Poison
gloom_22,Grass,Poison
gloom_23,Grass,Poison
gloom_24,Grass,Poison
gloom_25,Grass,Poison
gloom_26,Grass,Poison
gloom_27,Grass,Poison
gloom_28,Grass,Poison
gloom_29,Grass,Poison
gloom_30,Grass,Poison
gloom_31,Grass,Poison
gloom_32,Grass,Poison
gloom_33,Grass,Poison
gloom_34,Grass,Poison
gloom_35,Grass,Poison
gloom_36,Grass,Poison
gloom_37,Grass,Poison
gloom_38,Grass,Poison
gloom_39,Grass,Poison
gloom_40,Grass,Poison
gloom_41,Grass,Poison
gloom_42,Grass,Poison
gloom_43,Grass,Poison
gloom_44,Grass,Poison
gloom_45,Grass,Poison
gloom_46,Grass,Poison
gloom_47,Grass,Poison
gloom_48,Grass,Poison
gloom_49,Grass,Poison
charmeleon_1,Fire,
charmeleon_2,Fire,
charmeleon_3,Fire,
charmeleon_4,Fire,
charmeleon_5,Fire,
charmeleon_6,Fire,
charmeleon_7,Fire,
charmeleon_8,Fire,
charmeleon_9,Fire,
charmeleon_10,Fire,
charmeleon_11,Fire,
charmeleon_12,Fire,
charmeleon_13,Fire,
charmeleon_14,Fire,
charmeleon_15,Fire,
charmeleon_16,Fire,
charmeleon_17,Fire,
charmeleon_18,Fire,
charmeleon_19,Fire,
charmeleon_20,Fire,
charmeleon_21,Fire,
charmeleon_22,Fire,
charmeleon_23,Fire,
charmeleon_24,Fire,
charmeleon_25,Fire,
charmeleon_26,Fire,
charmeleon_27,Fire,
charmeleon_28,Fire,
charmeleon_29,Fire,
charmeleon_30,Fire,
charmeleon_31,Fire,
charmeleon_32,Fire,
charmeleon_33,Fire,
charmeleon_34,Fire,
charmeleon_35,Fire,
charmeleon_36,Fire,
charmeleon_37,Fire,
charmeleon_38,Fire,
charmeleon_39,Fire,
charmeleon_40,Fire,
charmeleon_41,Fire,
charmeleon_42,Fire,
charmeleon_43,Fire,
charmeleon_44,Fire,
charmeleon_45,Fire,
charmeleon_46,Fire,
articuno_1,Ice,Flying
articuno_2,Ice,Flying
articuno_3,Ice,Flying
articuno_4,Ice,Flying
articuno_5,Ice,Flying
articuno_6,Ice,Flying
articuno_7,Ice,Flying
articuno_8,Ice,Flying
articuno_9,Ice,Flying
articuno_10,Ice,Flying
articuno_11,Ice,Flying
articuno_12,Ice,Flying
articuno_13,Ice,Flying
articuno_14,Ice,Flying
articuno_15,Ice,Flying
articuno_16,Ice,Flying
articuno_17,Ice,Flying
articuno_18,Ice,Flying
articuno_19,Ice,Flying
articuno_20,Ice,Flying
articuno_21,Ice,Flying
articuno_22,Ice,Flying
articuno_23,Ice,Flying
articuno_24,Ice,Flying
articuno_25,Ice,Flying
articuno_26,Ice,Flying
articuno_27,Ice,Flying
articuno_28,Ice,Flying
articuno_29,Ice,Flying
articuno_30,Ice,Flying
articuno_31,Ice,Flying
articuno_32,Ice,Flying
articuno_33,Ice,Flying
articuno_34,Ice,Flying
articuno_35,Ice,Flying
articuno_36,Ice,Flying
articuno_37,Ice,Flying
articuno_38,Ice,Flying
articuno_39,Ice,Flying
articuno_40,Ice,Flying
articuno_41,Ice,Flying
articuno_42,Ice,Flying
articuno_43,Ice,Flying
articuno_44,Ice,Flying
articuno_45,Ice,Flying
sandshrew_1,Ground,
sandshrew_2,Ground,
sandshrew_3,Ground,
sandshrew_4,Ground,
sandshrew_5,Ground,
sandshrew_6,Ground,
sandshrew_7,Ground,
sandshrew_8,Ground,
sandshrew_9,Ground,
sandshrew_10,Ground,
sandshrew_11,Ground,
sandshrew_12,Ground,
sandshrew_13,Ground,
sandshrew_14,Ground,
sandshrew_15,Ground,
sandshrew_16,Ground,
sandshrew_17,Ground,
sandshrew_18,Ground,
sandshrew_19,Ground,
sandshrew_20,Ground,
sandshrew_21,Ground,
sandshrew_22,Ground,
sandshrew_23,Ground,
sandshrew_24,Ground,
sandshrew_25,Ground,
sandshrew_26,Ground,
sandshrew_27,Ground,
sandshrew_28,Ground,
sandshrew_29,Ground,
sandshrew_30,Ground,
sandshrew_31,Ground,
sandshrew_32,Ground,
sandshrew_33,Ground,
sandshrew_34,Ground,
sandshrew_35,Ground,
sandshrew_36,Ground,
sandshrew_37,Ground,
sandshrew_38,Ground,
sandshrew_39,Ground,
sandshrew_40,Ground,
sandshrew_41,Ground,
sandshrew_42,Ground,
sandshrew_43,Ground,
sandshrew_44,Ground,
sandshrew_45,Ground,
sandshrew_46,Ground,
spearow_1,Normal,Flying
spearow_2,Normal,Flying
spearow_3,Normal,Flying
spearow_4,Normal,Flying
spearow_5,Normal,Flying
spearow_6,Normal,Flying
spearow_7,Normal,Flying
spearow_8,Normal,Flying
spearow_9,Normal,Flying
spearow_10,Normal,Flying
spearow_11,Normal,Flying
spearow_12,Normal,Flying
spearow_13,Normal,Flying
spearow_14,Normal,Flying
spearow_15,Normal,Flying
spearow_16,Normal,Flying
spearow_17,Normal,Flying
spearow_18,Normal,Flying
spearow_19,Normal,Flying
spearow_20,Normal,Flying
spearow_21,Normal,Flying
spearow_22,Normal,Flying
spearow_23,Normal,Flying
spearow_24,Normal,Flying
spearow_25,Normal,Flying
spearow_26,Normal,Flying
spearow_27,Normal,Flying
spearow_28,Normal,Flying
spearow_29,Normal,Flying
spearow_30,Normal,Flying
spearow_31,Normal,Flying
spearow_32,Normal,Flying
spearow_33,Normal,Flying
spearow_34,Normal,Flying
spearow_35,Normal,Flying
spearow_36,Normal,Flying
spearow_37,Normal,Flying
spearow_38,Normal,Flying
spearow_39,Normal,Flying
spearow_40,Normal,Flying
spearow_41,Normal,Flying
spearow_42,Normal,Flying
spearow_43,Normal,Flying
spearow_44,Normal,Flying
spearow_45,Normal,Flying
spearow_46,Normal,Flying
spearow_47,Normal,Flying
spearow_48,Normal,Flying
spearow_49,Normal,Flying
spearow_50,Normal,Flying
spearow_51,Normal,Flying
spearow_52,Normal,Flying
spearow_53,Normal,Flying
spearow_54,Normal,Flying
spearow_55,Normal,Flying
marowak_1,Ground,
marowak_2,Ground,
marowak_3,Ground,
marowak_4,Ground,
marowak_5,Ground,
marowak_6,Ground,
marowak_7,Ground,
marowak_8,Ground,
marowak_9,Ground,
marowak_10,Ground,
marowak_11,Ground,
marowak_12,Ground,
marowak_13,Ground,
marowak_14,Ground,
marowak_15,Ground,
marowak_16,Ground,
marowak_17,Ground,
marowak_18,Ground,
marowak_19,Ground,
marowak_20,Ground,
marowak_21,Ground,
marowak_22,Ground,
marowak_23,Ground,
marowak_24,Ground,
marowak_25,Ground,
marowak_26,Ground,
marowak_27,Ground,
marowak_28,Ground,
marowak_29,Ground,
marowak_30,Ground,
clefairy_1,Fairy,
clefairy_2,Fairy,
clefairy_3,Fairy,
clefairy_4,Fairy,
clefairy_5,Fairy,
clefairy_6,Fairy,
clefairy_7,Fairy,
clefairy_8,Fairy,
clefairy_9,Fairy,
clefairy_10,Fairy,
clefairy_11,Fairy,
clefairy_12,Fairy,
clefairy_13,Fairy,
clefairy_14,Fairy,
clefairy_15,Fairy,
clefairy_16,Fairy,
clefairy_17,Fairy,
clefairy_18,Fairy,
clefairy_19,Fairy,
clefairy_20,Fairy,
clefairy_21,Fairy,
clefairy_22,Fairy,
clefairy_23,Fairy,
clefairy_24,Fairy,
clefairy_25,Fairy,
clefairy_26,Fairy,
clefairy_27,Fairy,
clefairy_28,Fairy,
clefairy_29,Fairy,
clefairy_30,Fairy,
clefairy_31,Fairy,
clefairy_32,Fairy,
clefairy_33,Fairy,
clefairy_34,Fairy,
clefairy_35,Fairy,
clefairy_36,Fairy,
clefairy_37,Fairy,
clefairy_38,Fairy,
clefairy_39,Fairy,
clefairy_40,Fairy,
clefairy_41,Fairy,
clefairy_42,Fairy,
clefairy_43,Fairy,
clefairy_44,Fairy,
clefairy_45,Fairy,
clefairy_46,Fairy,
snorlax_1,Normal,
snorlax_2,Normal,
snorlax_3,Normal,
snorlax_4,Normal,
snorlax_5,Normal,
snorlax_6,Normal,
snorlax_7,Normal,
snorlax_8,Normal,
snorlax_9,Normal,
snorlax_10,Normal,
snorlax_11,Normal,
snorlax_12,Normal,
snorlax_13,Normal,
snorlax_14,Normal,
snorlax_15,Normal,
snorlax_16,Normal,
snorlax_17,Normal,
snorlax_18,Normal,
snorlax_19,Normal,
snorlax_20,Normal,
snorlax_21,Normal,
snorlax_22,Normal,
snorlax_23,Normal,
snorlax_24,Normal,
snorlax_25,Normal,
snorlax_26,Normal,
snorlax_27,Normal,
snorlax_28,Normal,
snorlax_29,Normal,
snorlax_30,Normal,
snorlax_31,Normal,
snorlax_32,Normal,
snorlax_33,Normal,
snorlax_34,Normal,
snorlax_35,Normal,
snorlax_36,Normal,
snorlax_37,Normal,
snorlax_38,Normal,
snorlax_39,Normal,
snorlax_40,Normal,
snorlax_41,Normal,
snorlax_42,Normal,
snorlax_43,Normal,
snorlax_44,Normal,
snorlax_45,Normal,
snorlax_46,Normal,
snorlax_47,Normal,
snorlax_48,Normal,
snorlax_49,Normal,
snorlax_50,Normal,
snorlax_51,Normal,
snorlax_52,Normal,
snorlax_53,Normal,
snorlax_54,Normal,
snorlax_55,Normal,
snorlax_56,Normal,
snorlax_57,Normal,
snorlax_58,Normal,
snorlax_59,Normal,
scyther_1,Bug,Flying
scyther_2,Bug,Flying
scyther_3,Bug,Flying
scyther_4,Bug,Flying
scyther_5,Bug,Flying
scyther_6,Bug,Flying
scyther_7,Bug,Flying
scyther_8,Bug,Flying
scyther_9,Bug,Flying
scyther_10,Bug,Flying
scyther_11,Bug,Flying
scyther_12,Bug,Flying
scyther_13,Bug,Flying
scyther_14,Bug,Flying
scyther_15,Bug,Flying
scyther_16,Bug,Flying
scyther_17,Bug,Flying
scyther_18,Bug,Flying
scyther_19,Bug,Flying
scyther_20,Bug,Flying
scyther_21,Bug,Flying
scyther_22,Bug,Flying
scyther_23,Bug,Flying
scyther_24,Bug,Flying
scyther_25,Bug,Flying
scyther_26,Bug,Flying
scyther_27,Bug,Flying
scyther_28,Bug,Flying
scyther_29,Bug,Flying
scyther_30,Bug,Flying
scyther_31,Bug,Flying
scyther_32,Bug,Flying
scyther_33,Bug,Flying
scyther_34,Bug,Flying
scyther_35,Bug,Flying
scyther_36,Bug,Flying
scyther_37,Bug,Flying
scyther_38,Bug,Flying
scyther_39,Bug,Flying
scyther_40,Bug,Flying
scyther_41,Bug,Flying
scyther_42,Bug,Flying
scyther_43,Bug,Flying
scyther_44,Bug,Flying
scyther_45,Bug,Flying
scyther_46,Bug,Flying
scyther_47,Bug,Flying
scyther_48,Bug,Flying
scyther_49,Bug,Flying
scyther_50,Bug,Flying
scyther_51,Bug,Flying
scyther_52,Bug,Flying
scyther_53,Bug,Flying
scyther_54,Bug,Flying
scyther_55,Bug,Flying
scyther_56,Bug,Flying
scyther_57,Bug,Flying
scyther_58,Bug,Flying
primeape_1,Fighting,
primeape_2,Fighting,
primeape_3,Fighting,
primeape_4,Fighting,
primeape_5,Fighting,
primeape_6,Fighting,
primeape_7,Fighting,
primeape_8,Fighting,
primeape_9,Fighting,
primeape_10,Fighting,
primeape_11,Fighting,
primeape_12,Fighting,
primeape_13,Fighting,
primeape_14,Fighting,
primeape_15,Fighting,
primeape_16,Fighting,
primeape_17,Fighting,
primeape_18,Fighting,
primeape_19,Fighting,
primeape_20,Fighting,
primeape_21,Fighting,
primeape_22,Fighting,
primeape_23,Fighting,
primeape_24,Fighting,
primeape_25,Fighting,
primeape_26,Fighting,
primeape_27,Fighting,
primeape_28,Fighting,
primeape_29,Fighting,
primeape_30,Fighting,
primeape_31,Fighting,
primeape_32,Fighting,
primeape_33,Fighting,
primeape_34,Fighting,
primeape_35,Fighting,
primeape_36,Fighting,
primeape_37,Fighting,
primeape_38,Fighting,
primeape_39,Fighting,
primeape_40,Fighting,
primeape_41,Fighting,
primeape_42,Fighting,
primeape_43,Fighting,
primeape_44,Fighting,
primeape_45,Fighting,
primeape_46,Fighting,
primeape_47,Fighting,
primeape_48,Fighting,
primeape_49,Fighting,
primeape_50,Fighting,
primeape_51,Fighting,
diglett_1,Ground,
diglett_2,Ground,
diglett_3,Ground,
diglett_4,Ground,
diglett_5,Ground,
diglett_6,Ground,
diglett_7,Ground,
diglett_8,Ground,
diglett_9,Ground,
diglett_10,Ground,
diglett_11,Ground,
diglett_12,Ground,
diglett_13,Ground,
diglett_14,Ground,
diglett_15,Ground,
diglett_16,Ground,
diglett_17,Ground,
diglett_18,Ground,
diglett_19,Ground,
diglett_20,Ground,
diglett_21,Ground,
diglett_22,Ground,
diglett_23,Ground,
diglett_24,Ground,
diglett_25,Ground,
diglett_26,Ground,
diglett_27,Ground,
diglett_28,Ground,
diglett_29,Ground,
diglett_30,Ground,
diglett_31,Ground,
diglett_32,Ground,
diglett_33,Ground,
diglett_34,Ground,
diglett_35,Ground,
diglett_36,Ground,
diglett_37,Ground,
diglett_38,Ground,
diglett_39,Ground,
onix_1,Rock,Ground
onix_2,Rock,Ground
onix_3,Rock,Ground
onix_4,Rock,Ground
onix_5,Rock,Ground
onix_6,Rock,Ground
onix_7,Rock,Ground
onix_8,Rock,Ground
onix_9,Rock,Ground
onix_10,Rock,Ground
onix_11,Rock,Ground
onix_12,Rock,Ground
onix_13,Rock,Ground
onix_14,Rock,Ground
onix_15,Rock,Ground
onix_16,Rock,Ground
onix_17,Rock,Ground
onix_18,Rock,Ground
onix_19,Rock,Ground
onix_20,Rock,Ground
onix_21,Rock,Ground
onix_22,Rock,Ground
onix_23,Rock,Ground
onix_24,Rock,Ground
onix_25,Rock,Ground
onix_26,Rock,Ground
onix_27,Rock,Ground
onix_28,Rock,Ground
onix_29,Rock,Ground
onix_30,Rock,Ground
onix_31,Rock,Ground
onix_32,Rock,Ground
onix_33,Rock,Ground
onix_34,Rock,Ground
onix_35,Rock,Ground
onix_36,Rock,Ground
onix_37,Rock,Ground
onix_38,Rock,Ground
onix_39,Rock,Ground
onix_40,Rock,Ground
onix_41,Rock,Ground
onix_42,Rock,Ground
mankey_1,Fighting,
mankey_2,Fighting,
mankey_3,Fighting,
mankey_4,Fighting,
mankey_5,Fighting,
mankey_6,Fighting,
mankey_7,Fighting,
mankey_8,Fighting,
mankey_9,Fighting,
mankey_10,Fighting,
mankey_11,Fighting,
mankey_12,Fighting,
mankey_13,Fighting,
mankey_14,Fighting,
mankey_15,Fighting,
mankey_16,Fighting,
mankey_17,Fighting,
mankey_18,Fighting,
mankey_19,Fighting,
mankey_20,Fighting,
mankey_21,Fighting,
mankey_22,Fighting,
mankey_23,Fighting,
mankey_24,Fighting,
mankey_25,Fighting,
mankey_26,Fighting,
mankey_27,Fighting,
mankey_28,Fighting,
mankey_29,Fighting,
mankey_30,Fighting,
mankey_31,Fighting,
mankey_32,Fighting,
mankey_33,Fighting,
mankey_34,Fighting,
mankey_35,Fighting,
mankey_36,Fighting,
mankey_37,Fighting,
mankey_38,Fighting,
mankey_39,Fighting,
mankey_40,Fighting,
mankey_41,Fighting,
mankey_42,Fighting,
mankey_43,Fighting,
mankey_44,Fighting,
mankey_45,Fighting,
mankey_46,Fighting,
mankey_47,Fighting,
mankey_48,Fighting,
mankey_49,Fighting,
mankey_50,Fighting,
mankey_51,Fighting,
mankey_52,Fighting,
mankey_53,Fighting,
mankey_54,Fighting,
mankey_55,Fighting,
rattata_1,Normal,
rattata_2,Normal,
rattata_3,Normal,
rattata_4,Normal,
rattata_5,Normal,
rattata_6,Normal,
rattata_7,Normal,
rattata_8,Normal,
rattata_9,Normal,
rattata_10,Normal,
rattata_11,Normal,
rattata_12,Normal,
rattata_13,Normal,
rattata_14,Normal,
rattata_15,Normal,
rattata_16,Normal,
rattata_17,Normal,
rattata_18,Normal,
rattata_19,Normal,
rattata_20,Normal,
rattata_21,Normal,
rattata_22,Normal,
rattata_23,Normal,
rattata_24,Normal,
rattata_25,Normal,
rattata_26,Normal,
rattata_27,Normal,
rattata_28,Normal,
rattata_29,Normal,
rattata_30,Normal,
rattata_31,Normal,
rattata_32,Normal,
rattata_33,Normal,
rattata_34,Normal,
rattata_35,Normal,
rattata_36,Normal,
rattata_37,Normal,
rattata_38,Normal,
rattata_39,Normal,
rattata_40,Normal,
rattata_41,Normal,
rattata_42,Normal,
rattata_43,Normal,
voltorb_1,Electric,
voltorb_2,Electric,
voltorb_3,Electric,
voltorb_4,Electric,
voltorb_5,Electric,
voltorb_6,Electric,
voltorb_7,Electric,
voltorb_8,Electric,
voltorb_9,Electric,
voltorb_10,Electric,
voltorb_11,Electric,
voltorb_12,Electric,
voltorb_13,Electric,
voltorb_14,Electric,
voltorb_15,Electric,
voltorb_16,Electric,
voltorb_17,Electric,
voltorb_18,Electric,
voltorb_19,Electric,
voltorb_20,Electric,
voltorb_21,Electric,
voltorb_22,Electric,
voltorb_23,Electric,
voltorb_24,Electric,
voltorb_25,Electric,
voltorb_26,Electric,
voltorb_27,Electric,
voltorb_28,Electric,
voltorb_29,Electric,
voltorb_30,Electric,
voltorb_31,Electric,
voltorb_32,Electric,
voltorb_33,Electric,
voltorb_34,Electric,
voltorb_35,Electric,
voltorb_36,Electric,
voltorb_37,Electric,
voltorb_38,Electric,
voltorb_39,Electric,
voltorb_40,Electric,
voltorb_41,Electric,
voltorb_42,Electric,
voltorb_43,Electric,
voltorb_44,Electric,
voltorb_45,Electric,
voltorb_46,Electric,
voltorb_47,Electric,
voltorb_48,Electric,
voltorb_49,Electric,
voltorb_50,Electric,
voltorb_51,Electric,
voltorb_52,Electric,
voltorb_53,Electric,
voltorb_54,Electric,
voltorb_55,Electric,
gengar_1,Ghost,Poison
gengar_2,Ghost,Poison
gengar_3,Ghost,Poison
gengar_4,Ghost,Poison
gengar_5,Ghost,Poison
gengar_6,Ghost,Poison
gengar_7,Ghost,Poison
gengar_8,Ghost,Poison
gengar_9,Ghost,Poison
gengar_10,Ghost,Poison
gengar_11,Ghost,Poison
gengar_12,Ghost,Poison
gengar_13,Ghost,Poison
gengar_14,Ghost,Poison
gengar_15,Ghost,Poison
gengar_16,Ghost,Poison
gengar_17,Ghost,Poison
gengar_18,Ghost,Poison
gengar_19,Ghost,Poison
gengar_20,Ghost,Poison
gengar_21,Ghost,Poison
gengar_22,Ghost,Poison
gengar_23,Ghost,Poison
gengar_24,Ghost,Poison
gengar_25,Ghost,Poison
gengar_26,Ghost,Poison
gengar_27,Ghost,Poison
gengar_28,Ghost,Poison
gengar_29,Ghost,Poison
gengar_30,Ghost,Poison
gengar_31,Ghost,Poison
gengar_32,Ghost,Poison
gengar_33,Ghost,Poison
gengar_34,Ghost,Poison
gengar_35,Ghost,Poison
gengar_36,Ghost,Poison
gengar_37,Ghost,Poison
gengar_38,Ghost,Poison
gengar_39,Ghost,Poison
gengar_40,Ghost,Poison
gengar_41,Ghost,Poison
gengar_42,Ghost,Poison
gengar_43,Ghost,Poison
gengar_44,Ghost,Poison
gengar_45,Ghost,Poison
gengar_46,Ghost,Poison
gengar_47,Ghost,Poison
gengar_48,Ghost,Poison
gengar_49,Ghost,Poison
gastly_1,Ghost,Poison
gastly_2,Ghost,Poison
gastly_3,Ghost,Poison
gastly_4,Ghost,Poison
gastly_5,Ghost,Poison
gastly_6,Ghost,Poison
gastly_7,Ghost,Poison
gastly_8,Ghost,Poison
gastly_9,Ghost,Poison
gastly_10,Ghost,Poison
gastly_11,Ghost,Poison
gastly_12,Ghost,Poison
gastly_13,Ghost,Poison
gastly_14,Ghost,Poison
gastly_15,Ghost,Poison
gastly_16,Ghost,Poison
gastly_17,Ghost,Poison
gastly_18,Ghost,Poison
gastly_19,Ghost,Poison
gastly_20,Ghost,Poison
gastly_21,Ghost,Poison
gastly_22,Ghost,Poison
gastly_23,Ghost,Poison
gastly_24,Ghost,Poison
gastly_25,Ghost,Poison
gastly_26,Ghost,Poison
gastly_27,Ghost,Poison
gastly_28,Ghost,Poison
gastly_29,Ghost,Poison
gastly_30,Ghost,Poison
gastly_31,Ghost,Poison
gastly_32,Ghost,Poison
gastly_33,Ghost,Poison
gastly_34,Ghost,Poison
gastly_35,Ghost,Poison
gastly_36,Ghost,Poison
gastly_37,Ghost,Poison
gastly_38,Ghost,Poison
gastly_39,Ghost,Poison
gastly_40,Ghost,Poison
gastly_41,Ghost,Poison
gastly_42,Ghost,Poison
gastly_43,Ghost,Poison
gastly_44,Ghost,Poison
cloyster_1,Water,Ice
cloyster_2,Water,Ice
cloyster_3,Water,Ice
cloyster_4,Water,Ice
cloyster_5,Water,Ice
cloyster_6,Water,Ice
cloyster_7,Water,Ice
cloyster_8,Water,Ice
cloyster_9,Water,Ice
cloyster_10,Water,Ice
cloyster_11,Water,Ice
cloyster_12,Water,Ice
cloyster_13,Water,Ice
cloyster_14,Water,Ice
cloyster_15,Water,Ice
cloyster_16,Water,Ice
cloyster_17,Water,Ice
cloyster_18,Water,Ice
cloyster_19,Water,Ice
cloyster_20,Water,Ice
cloyster_21,Water,Ice
cloyster_22,Water,Ice
cloyster_23,Water,Ice
cloyster_24,Water,Ice
cloyster_25,Water,Ice
cloyster_26,Water,Ice
cloyster_27,Water,Ice
cloyster_28,Water,Ice
cloyster_29,Water,Ice
cloyster_30,Water,Ice
cloyster_31,Water,Ice
cloyster_32,Water,Ice
cloyster_33,Water,Ice
cloyster_34,Water,Ice
cloyster_35,Water,Ice
cloyster_36,Water,Ice
cloyster_37,Water,Ice
cloyster_38,Water,Ice
cloyster_39,Water,Ice
cloyster_40,Water,Ice
cloyster_41,Water,Ice
cloyster_42,Water,Ice
cloyster_43,Water,Ice
cloyster_44,Water,Ice
cloyster_45,Water,Ice
cloyster_46,Water,Ice
cloyster_47,Water,Ice
cloyster_48,Water,Ice
cloyster_49,Water,Ice
weepinbell_1,Grass,Poison
weepinbell_2,Grass,Poison
weepinbell_3,Grass,Poison
weepinbell_4,Grass,Poison
weepinbell_5,Grass,Poison
weepinbell_6,Grass,Poison
weepinbell_7,Grass,Poison
weepinbell_8,Grass,Poison
weepinbell_9,Grass,Poison
weepinbell_10,Grass,Poison
weepinbell_11,Grass,Poison
weepinbell_12,Grass,Poison
weepinbell_13,Grass,Poison
weepinbell_14,Grass,Poison
weepinbell_15,Grass,Poison
weepinbell_16,Grass,Poison
weepinbell_17,Grass,Poison
weepinbell_18,Grass,Poison
weepinbell_19,Grass,Poison
weepinbell_20,Grass,Poison
weepinbell_21,Grass,Poison
weepinbell_22,Grass,Poison
weepinbell_23,Grass,Poison
weepinbell_24,Grass,Poison
weepinbell_25,Grass,Poison
weepinbell_26,Grass,Poison
weepinbell_27,Grass,Poison
weepinbell_28,Grass,Poison
weepinbell_29,Grass,Poison
weepinbell_30,Grass,Poison
weepinbell_31,Grass,Poison
weepinbell_32,Grass,Poison
weepinbell_33,Grass,Poison
weepinbell_34,Grass,Poison
weepinbell_35,Grass,Poison
weepinbell_36,Grass,Poison
weepinbell_37,Grass,Poison
weepinbell_38,Grass,Poison
weepinbell_39,Grass,Poison
weepinbell_40,Grass,Poison
weepinbell_41,Grass,Poison
weepinbell_42,Grass,Poison
weepinbell_43,Grass,Poison
dragonair_1,Dragon,
dragonair_2,Dragon,
dragonair_3,Dragon,
dragonair_4,Dragon,
dragonair_5,Dragon,
